Entity,Code,Year,Population - Sex: all - Age: all - Variant: medium,Population - Sex: all - Age: all - Variant: medium
Hungary,HUN,2083,7432503,7728002
Hungary,HUN,2084,7397306,7710704
Hungary,HUN,2085,7362885,7693491
Hungary,HUN,2086,7329221,7676146
Hungary,HUN,2087,7296131,7659357
Hungary,HUN,2088,7263749,7643382
Hungary,HUN,2089,7232216,7627609
Hungary,HUN,2090,7201485,7612094
Hungary,HUN,2091,7171584,7597026
Hungary,HUN,2092,7142412,7582218
Hungary,HUN,2093,7113866,7567304
Hungary,HUN,2094,7085991,7552182
Hungary,HUN,2095,7058752,7537201
Hungary,HUN,2096,7032072,7522326
Hungary,HUN,2097,7005908,7507566
Hungary,HUN,2098,6980270,7492514
Hungary,HUN,2099,6954950,7476779
Hungary,HUN,2100,6929829,7460741
Iceland,ISL,2022,372903,
Iceland,ISL,2023,375322,
Iceland,ISL,2024,377693,393404
Iceland,ISL,2025,380015,398270
Iceland,ISL,2026,382261,402332
Iceland,ISL,2027,384431,405846
Iceland,ISL,2028,386507,409038
Iceland,ISL,2029,388480,411861
Iceland,ISL,2030,390345,414355
Iceland,ISL,2031,392108,416611
Iceland,ISL,2032,393783,418620
Iceland,ISL,2033,395361,420431
Iceland,ISL,2034,396831,422061
Iceland,ISL,2035,398207,423581
Iceland,ISL,2036,399508,425025
Iceland,ISL,2037,400701,426319
Iceland,ISL,2038,401809,427491
Iceland,ISL,2039,402818,428545
Iceland,ISL,2040,403744,429454
Iceland,ISL,2041,404579,430232
Iceland,ISL,2042,405344,430926
Iceland,ISL,2043,406028,431588
Iceland,ISL,2044,406628,432146
Iceland,ISL,2045,407150,432493
Iceland,ISL,2046,407604,432702
Iceland,ISL,2047,407979,432853
Iceland,ISL,2048,408311,432950
Iceland,ISL,2049,408580,433002
Iceland,ISL,2050,408785,432996
Iceland,ISL,2051,408969,432989
Iceland,ISL,2052,409099,432896
Iceland,ISL,2053,409187,432698
Iceland,ISL,2054,409237,432501
Iceland,ISL,2055,409266,432183
Iceland,ISL,2056,409236,431756
Iceland,ISL,2057,409176,431242
Iceland,ISL,2058,409054,430674
Iceland,ISL,2059,408887,430070
Iceland,ISL,2060,408677,429367
Iceland,ISL,2061,408414,428623
Iceland,ISL,2062,408104,427796
Iceland,ISL,2063,407728,426891
Iceland,ISL,2064,407316,425999
Iceland,ISL,2065,406833,425042
Iceland,ISL,2066,406305,424009
Iceland,ISL,2067,405736,422907
Iceland,ISL,2068,405097,421791
Iceland,ISL,2069,404400,420667
Iceland,ISL,2070,403629,419432
Iceland,ISL,2071,402817,418104
Iceland,ISL,2072,401938,416670
Iceland,ISL,2073,401000,415208
Iceland,ISL,2074,400016,413768
Iceland,ISL,2075,398971,412221
Iceland,ISL,2076,397875,410556
Iceland,ISL,2077,396724,408723
Iceland,ISL,2078,395527,406804
Iceland,ISL,2079,394284,404868
Iceland,ISL,2080,393011,402855
Iceland,ISL,2081,391691,400800
Iceland,ISL,2082,390353,398779
Iceland,ISL,2083,388983,396750
Iceland,ISL,2084,387611,394678
Iceland,ISL,2085,386230,392570
Iceland,ISL,2086,384841,390444
Iceland,ISL,2087,383468,388298
Iceland,ISL,2088,382117,386087
Iceland,ISL,2089,380793,383974
Iceland,ISL,2090,379502,381941
Iceland,ISL,2091,378249,379877
Iceland,ISL,2092,377026,377757
Iceland,ISL,2093,375855,375703
Iceland,ISL,2094,374719,373752
Iceland,ISL,2095,373624,371832
Iceland,ISL,2096,372560,369917
Iceland,ISL,2097,371512,368041
Iceland,ISL,2098,370488,366206
Iceland,ISL,2099,369484,364399
Iceland,ISL,2100,368491,362586
India,IND,2022,1417173100,
India,IND,2023,1428627700,
India,IND,2024,1441719800,1450935779
India,IND,2025,1454606700,1463865525
India,IND,2026,1467231200,1476625569
India,IND,2027,1479578500,1489164672
India,IND,2028,1491671000,1501432746
India,IND,2029,1503470600,1513423731
India,IND,2030,1514994000,1525138858
India,IND,2031,1526208900,1536540607
India,IND,2032,1537108100,1547607113
India,IND,2033,1547689900,1558324086
India,IND,2034,1557919700,1568688355
India,IND,2035,1567802200,1578694797
India,IND,2036,1577302800,1588325356
India,IND,2037,1586438700,1597536999
India,IND,2038,1595245800,1606300647
India,IND,2039,1603664900,1614639243
India,IND,2040,1611676300,1622580046
India,IND,2041,1619318400,1630119376
India,IND,2042,1626585300,1637235360
India,IND,2043,1633430500,1643915268
India,IND,2044,1639837800,1650186597
India,IND,2045,1645863200,1656067586
India,IND,2046,1651513700,1661548390
India,IND,2047,1656777100,1666628142
India,IND,2048,1661705600,1671309727
India,IND,2049,1666284900,1675619888
India,IND,2050,1670490600,1679589262
India,IND,2051,1674343700,1683220885
India,IND,2052,1677872900,1686507893
India,IND,2053,1681073200,1689465430
India,IND,2054,1683955100,1692068270
India,IND,2055,1686563300,1694328252
India,IND,2056,1688894300,1696276850
India,IND,2057,1690942700,1697919572
India,IND,2058,1692704300,1699255340
India,IND,2059,1694150300,1700266006
India,IND,2060,1695285500,1700951715
India,IND,2061,1696121500,1701283701
India,IND,2062,1696684900,1701273206
India,IND,2063,1696976600,1700949854
India,IND,2064,1696961400,1700300224
India,IND,2065,1696634200,1699297224
India,IND,2066,1695973600,1697969494
India,IND,2067,1694997000,1696316153
India,IND,2068,1693712600,1694295586
India,IND,2069,1692129000,1691921454
India,IND,2070,1690230800,1689202547
India,IND,2071,1687990300,1686157647
India,IND,2072,1685415000,1682786839
India,IND,2073,1682564500,1679105614
India,IND,2074,1679449200,1675136969
India,IND,2075,1676034800,1670860314
India,IND,2076,1672328300,1666299928
India,IND,2077,1668352100,1661484923
India,IND,2078,1664100500,1656416561
India,IND,2079,1659592800,1651101282
India,IND,2080,1654857000,1645548755
India,IND,2081,1649862800,1639778181
India,IND,2082,1644678000,1633817734
India,IND,2083,1639364700,1627669481
India,IND,2084,1633888900,1621344009
India,IND,2085,1628242700,1614843936
India,IND,2086,1622427500,1608173607
India,IND,2087,1616451800,1601390986
India,IND,2088,1610366100,1594493066
India,IND,2089,1604195800,1587459184
India,IND,2090,1597908900,1580305100
India,IND,2091,1591484800,1573053558
India,IND,2092,1584943100,1565745951
India,IND,2093,1578296200,1558360377
India,IND,2094,1571569400,1550887928
India,IND,2095,1564797300,1543363224
India,IND,2096,1557945200,1535804567
India,IND,2097,1551000300,1528221483
India,IND,2098,1543990300,1520590140
India,IND,2099,1536933500,1512932637
India,IND,2100,1529850100,1505251746
Indonesia,IDN,2022,275501340,
Indonesia,IDN,2023,277534100,
Indonesia,IDN,2024,279798050,283487932
Indonesia,IDN,2025,282004320,285721234
Indonesia,IDN,2026,284151170,287886781
Indonesia,IDN,2027,286233250,289986523
Indonesia,IDN,2028,288260640,292016777
Indonesia,IDN,2029,290233400,293978109
Indonesia,IDN,2030,292150100,295876645
Indonesia,IDN,2031,294013820,297719745
Indonesia,IDN,2032,295817470,299510659
Indonesia,IDN,2033,297563740,301250978
Indonesia,IDN,2034,299251170,302938575
Indonesia,IDN,2035,300882700,304566618
Indonesia,IDN,2036,302465700,306135101
Indonesia,IDN,2037,303988740,307646411
Indonesia,IDN,2038,305448300,309096454
Indonesia,IDN,2039,306842620,310481120
Indonesia,IDN,2040,308164800,311797396
Indonesia,IDN,2041,309414560,313041660
Indonesia,IDN,2042,310593660,314211283
Indonesia,IDN,2043,311703940,315304313
Indonesia,IDN,2044,312729300,316318415
Indonesia,IDN,2045,313666980,317249611
Indonesia,IDN,2046,314535140,318096571
Indonesia,IDN,2047,315329340,318862022
Indonesia,IDN,2048,316037860,319554651
Indonesia,IDN,2049,316669000,320173246
Indonesia,IDN,2050,317225200,320712943
Indonesia,IDN,2051,317706750,321175108
Indonesia,IDN,2052,318123650,321563361
Indonesia,IDN,2053,318472930,321885373
Indonesia,IDN,2054,318755360,322144264
Indonesia,IDN,2055,318980300,322341988
Indonesia,IDN,2056,319155330,322483847
Indonesia,IDN,2057,319283460,322569920
Indonesia,IDN,2058,319369860,322603669
Indonesia,IDN,2059,319415800,322589088
Indonesia,IDN,2060,319421220,322529328
Indonesia,IDN,2061,319390620,322428671
Indonesia,IDN,2062,319327070,322289851
Indonesia,IDN,2063,319235520,322118572
Indonesia,IDN,2064,319115800,321915627
Indonesia,IDN,2065,318960540,321681601
Indonesia,IDN,2066,318768320,321416622
Indonesia,IDN,2067,318551680,321119308
Indonesia,IDN,2068,318308130,320791335
Indonesia,IDN,2069,318027840,320434246
Indonesia,IDN,2070,317715330,320049792
Indonesia,IDN,2071,317381800,319638643
Indonesia,IDN,2072,317030000,319197971
Indonesia,IDN,2073,316652960,318724735
Indonesia,IDN,2074,316249760,318221156
Indonesia,IDN,2075,315817730,317686032
Indonesia,IDN,2076,315353600,317121286
Indonesia,IDN,2077,314860800,316525135
Indonesia,IDN,2078,314342000,315894342
Indonesia,IDN,2079,313792960,315232522
Indonesia,IDN,2080,313215870,314542591
Indonesia,IDN,2081,312613730,313826099
Indonesia,IDN,2082,311985060,313078655
Indonesia,IDN,2083,311328450,312299886
Indonesia,IDN,2084,310642050,311493132
Indonesia,IDN,2085,309920000,310660084
Indonesia,IDN,2086,309164380,309799720
Indonesia,IDN,2087,308391230,308911981
Indonesia,IDN,2088,307600640,308000769
Indonesia,IDN,2089,306786560,307068165
Indonesia,IDN,2090,305948200,306110857
Indonesia,IDN,2091,305086270,305129530
Indonesia,IDN,2092,304211070,304125665
Indonesia,IDN,2093,303319520,303100456
Indonesia,IDN,2094,302414080,302058793
Indonesia,IDN,2095,301492030,301004182
Indonesia,IDN,2096,300542660,299933846
Indonesia,IDN,2097,299578880,298845935
Indonesia,IDN,2098,298606000,297745354
Indonesia,IDN,2099,297622240,296633417
Indonesia,IDN,2100,296623500,295511063
Iran,IRN,2022,88550570,
Iran,IRN,2023,89172770,
Iran,IRN,2024,89809784,91567737
Iran,IRN,2025,90410660,92417683
Iran,IRN,2026,90976220,93168493
Iran,IRN,2027,91506856,93838645
Iran,IRN,2028,92005110,94440023
Iran,IRN,2029,92475360,94985101
Iran,IRN,2030,92921016,95486671
Iran,IRN,2031,93343544,95960720
Iran,IRN,2032,93745800,96415454
Iran,IRN,2033,94130480,96850657
Iran,IRN,2034,94501770,97271043
Iran,IRN,2035,94861180,97679255
Iran,IRN,2036,95209470,98075321
Iran,IRN,2037,95548450,98458803
Iran,IRN,2038,95879780,98828316
Iran,IRN,2039,96203064,99182803
Iran,IRN,2040,96518600,99524285
Iran,IRN,2041,96826536,99853714
Iran,IRN,2042,97127580,100167072
Iran,IRN,2043,97421496,100462090
Iran,IRN,2044,97706790,100737586
Iran,IRN,2045,97981000,100990617
Iran,IRN,2046,98240510,101219686
Iran,IRN,2047,98479020,101424006
Iran,IRN,2048,98688810,101601929
Iran,IRN,2049,98865530,101748540
Iran,IRN,2050,99007220,101861999
Iran,IRN,2051,99112400,101942324
Iran,IRN,2052,99177560,101987299
Iran,IRN,2053,99201176,101996358
Iran,IRN,2054,99182264,101966930
Iran,IRN,2055,99119580,101897119
Iran,IRN,2056,99014780,101787162
Iran,IRN,2057,98870200,101639331
Iran,IRN,2058,98686360,101455665
Iran,IRN,2059,98465620,101232334
Iran,IRN,2060,98210616,100970577
Iran,IRN,2061,97925200,100674591
Iran,IRN,2062,97611380,100343930
Iran,IRN,2063,97270740,99981542
Iran,IRN,2064,96905870,99588138
Iran,IRN,2065,96516350,99165437
Iran,IRN,2066,96104920,98718190
Iran,IRN,2067,95675250,98249287
Iran,IRN,2068,95229816,97756936
Iran,IRN,2069,94770140,97241437
Iran,IRN,2070,94297930,96707303
Iran,IRN,2071,93816000,96157568
Iran,IRN,2072,93325850,95594689
Iran,IRN,2073,92828490,95018414
Iran,IRN,2074,92324330,94432638
Iran,IRN,2075,91814870,93840625
Iran,IRN,2076,91303170,93243270
Iran,IRN,2077,90790930,92642999
Iran,IRN,2078,90279070,92041431
Iran,IRN,2079,89769010,91441394
Iran,IRN,2080,89260960,90843858
Iran,IRN,2081,88756460,90250515
Iran,IRN,2082,88257704,89664115
Iran,IRN,2083,87763910,89085575
Iran,IRN,2084,87274584,88513989
Iran,IRN,2085,86792830,87949730
Iran,IRN,2086,86319304,87393172
Iran,IRN,2087,85851330,86845195
Iran,IRN,2088,85388150,86306225
Iran,IRN,2089,84930904,85774132
Iran,IRN,2090,84477220,85248586
Iran,IRN,2091,84025816,84728146
Iran,IRN,2092,83578200,84211453
Iran,IRN,2093,83130850,83697020
Iran,IRN,2094,82682610,83183016
Iran,IRN,2095,82232616,82667545
Iran,IRN,2096,81777240,82148759
Iran,IRN,2097,81316340,81627535
Iran,IRN,2098,80850630,81105635
Iran,IRN,2099,80380850,80579657
Iran,IRN,2100,79906380,80045296
Iraq,IRQ,2022,44496124,
Iraq,IRQ,2023,45504564,
Iraq,IRQ,2024,46523660,46042015
Iraq,IRQ,2025,47549548,47020778
Iraq,IRQ,2026,48583520,48007435
Iraq,IRQ,2027,49623460,48987423
Iraq,IRQ,2028,50671600,49960954
Iraq,IRQ,2029,51730760,50943339
Iraq,IRQ,2030,52800828,51937207
Iraq,IRQ,2031,53879496,52934373
Iraq,IRQ,2032,54966930,53953394
Iraq,IRQ,2033,56062270,54985129
Iraq,IRQ,2034,57162970,56012641
Iraq,IRQ,2035,58268852,57035915
Iraq,IRQ,2036,59376244,58071740
Iraq,IRQ,2037,60484496,59109258
Iraq,IRQ,2038,61591680,60132232
Iraq,IRQ,2039,62695916,61174678
Iraq,IRQ,2040,63798130,62223207
Iraq,IRQ,2041,64897610,63249167
Iraq,IRQ,2042,65990900,64260845
Iraq,IRQ,2043,67078944,65257000
Iraq,IRQ,2044,68160090,66237772
Iraq,IRQ,2045,69232580,67204175
Iraq,IRQ,2046,70303220,68150060
Iraq,IRQ,2047,71367304,69098087
Iraq,IRQ,2048,72422420,70050118
Iraq,IRQ,2049,73472400,70999566
Iraq,IRQ,2050,74515144,71928759
Iraq,IRQ,2051,75546296,72837416
Iraq,IRQ,2052,76571300,73729286
Iraq,IRQ,2053,77591420,74612183
Iraq,IRQ,2054,78602720,75496284
Iraq,IRQ,2055,79606590,76363104
Iraq,IRQ,2056,80603150,77222679
Iraq,IRQ,2057,81590720,78068865
Iraq,IRQ,2058,82571800,78892371
Iraq,IRQ,2059,83546170,79699528
Iraq,IRQ,2060,84505544,80520187
Iraq,IRQ,2061,85449510,81338278
Iraq,IRQ,2062,86384370,82123597
Iraq,IRQ,2063,87308500,82908637
Iraq,IRQ,2064,88219960,83692284
Iraq,IRQ,2065,89122630,84455759
Iraq,IRQ,2066,90018150,85218701
Iraq,IRQ,2067,90903880,85953869
Iraq,IRQ,2068,91777000,86644279
Iraq,IRQ,2069,92635240,87325039
Iraq,IRQ,2070,93477410,87995947
Iraq,IRQ,2071,94308780,88649940
Iraq,IRQ,2072,95130500,89295815
Iraq,IRQ,2073,95938640,89944358
Iraq,IRQ,2074,96730170,90564895
Iraq,IRQ,2075,97506580,91124122
Iraq,IRQ,2076,98265210,91657803
Iraq,IRQ,2077,99003304,92181137
Iraq,IRQ,2078,99723730,92703710
Iraq,IRQ,2079,100427050,93242895
Iraq,IRQ,2080,101113610,93761937
Iraq,IRQ,2081,101783660,94257889
Iraq,IRQ,2082,102436830,94743645
Iraq,IRQ,2083,103076150,95208175
Iraq,IRQ,2084,103700880,95644453
Iraq,IRQ,2085,104309336,96078060
Iraq,IRQ,2086,104901070,96520627
Iraq,IRQ,2087,105476920,96925820
Iraq,IRQ,2088,106035950,97294655
Iraq,IRQ,2089,106579000,97662207
Iraq,IRQ,2090,107109080,98003973
Iraq,IRQ,2091,107624056,98323120
Iraq,IRQ,2092,108120930,98655763
Iraq,IRQ,2093,108598810,98983283
Iraq,IRQ,2094,109059944,99274394
Iraq,IRQ,2095,109505950,99536804
Iraq,IRQ,2096,109938210,99792218
Iraq,IRQ,2097,110355240,100033697
Iraq,IRQ,2098,110755176,100251599
Iraq,IRQ,2099,111137736,100459411
Iraq,IRQ,2100,111503540,100649053
Ireland,IRL,2022,5023108,
Ireland,IRL,2023,5056931,
Ireland,IRL,2024,5089473,5255018
Ireland,IRL,2025,5120873,5308035
Ireland,IRL,2026,5151398,5356947
Ireland,IRL,2027,5181144,5402892
Ireland,IRL,2028,5210190,5446619
Ireland,IRL,2029,5238740,5487477
Ireland,IRL,2030,5266880,5525091
Ireland,IRL,2031,5294734,5560660
Ireland,IRL,2032,5322357,5595090
Ireland,IRL,2033,5349663,5627712
Ireland,IRL,2034,5376692,5658295
Ireland,IRL,2035,5403345,5686867
Ireland,IRL,2036,5429691,5714204
Ireland,IRL,2037,5455792,5741477
Ireland,IRL,2038,5481446,5768257
Ireland,IRL,2039,5506569,5793367
Ireland,IRL,2040,5531179,5817566
Ireland,IRL,2041,5555162,5841487
Ireland,IRL,2042,5578390,5863233
Ireland,IRL,2043,5600734,5882470
Ireland,IRL,2044,5622146,5900433
Ireland,IRL,2045,5642439,5916935
Ireland,IRL,2046,5661521,5930828
Ireland,IRL,2047,5679405,5942852
Ireland,IRL,2048,5695970,5954176
Ireland,IRL,2049,5711069,5963614
Ireland,IRL,2050,5724684,5970042
Ireland,IRL,2051,5736954,5973838
Ireland,IRL,2052,5747778,5976150
Ireland,IRL,2053,5757134,5977054
Ireland,IRL,2054,5765160,5976539
Ireland,IRL,2055,5771954,5973913
Ireland,IRL,2056,5777636,5970262
Ireland,IRL,2057,5782305,5965121
Ireland,IRL,2058,5785855,5956854
Ireland,IRL,2059,5788373,5946215
Ireland,IRL,2060,5789970,5933910
Ireland,IRL,2061,5790726,5921726
Ireland,IRL,2062,5790810,5910034
Ireland,IRL,2063,5790216,5898063
Ireland,IRL,2064,5789039,5884667
Ireland,IRL,2065,5787441,5870131
Ireland,IRL,2066,5785422,5855122
Ireland,IRL,2067,5782982,5839787
Ireland,IRL,2068,5780335,5824176
Ireland,IRL,2069,5777595,5808107
Ireland,IRL,2070,5774760,5791493
Ireland,IRL,2071,5772058,5774746
Ireland,IRL,2072,5769653,5758131
Ireland,IRL,2073,5767576,5741404
Ireland,IRL,2074,5765838,5724554
Ireland,IRL,2075,5764345,5708190
Ireland,IRL,2076,5763253,5692410
Ireland,IRL,2077,5762399,5676943
Ireland,IRL,2078,5761846,5661978
Ireland,IRL,2079,5761694,5647281
Ireland,IRL,2080,5761902,5633976
Ireland,IRL,2081,5762572,5622559
Ireland,IRL,2082,5763480,5610962
Ireland,IRL,2083,5764506,5598160
Ireland,IRL,2084,5765564,5584761
Ireland,IRL,2085,5766461,5571094
Ireland,IRL,2086,5767146,5557431
Ireland,IRL,2087,5767508,5543229
Ireland,IRL,2088,5767456,5527768
Ireland,IRL,2089,5767016,5511290
Ireland,IRL,2090,5766020,5493733
Ireland,IRL,2091,5764347,5475498
Ireland,IRL,2092,5762042,5457083
Ireland,IRL,2093,5759071,5438245
Ireland,IRL,2094,5755452,5418988
Ireland,IRL,2095,5751264,5399255
Ireland,IRL,2096,5746414,5378257
Ireland,IRL,2097,5740980,5356069
Ireland,IRL,2098,5735153,5333303
Ireland,IRL,2099,5728939,5309950
Ireland,IRL,2100,5722309,5286118
Isle of Man,IMN,2022,84534,
Isle of Man,IMN,2023,84730,
Isle of Man,IMN,2024,84924,84182
Isle of Man,IMN,2025,85097,84134
Isle of Man,IMN,2026,85272,84073
Isle of Man,IMN,2027,85422,83981
Isle of Man,IMN,2028,85564,83873
Isle of Man,IMN,2029,85696,83745
Isle of Man,IMN,2030,85817,83608
Isle of Man,IMN,2031,85932,83457
Isle of Man,IMN,2032,86034,83291
Isle of Man,IMN,2033,86145,83119
Isle of Man,IMN,2034,86241,82929
Isle of Man,IMN,2035,86324,82728
Isle of Man,IMN,2036,86408,82492
Isle of Man,IMN,2037,86493,82260
Isle of Man,IMN,2038,86568,82017
Isle of Man,IMN,2039,86640,81768
Isle of Man,IMN,2040,86696,81518
Isle of Man,IMN,2041,86750,81243
Isle of Man,IMN,2042,86794,80930
Isle of Man,IMN,2043,86829,80596
Isle of Man,IMN,2044,86840,80247
Isle of Man,IMN,2045,86842,79892
Isle of Man,IMN,2046,86834,79549
Isle of Man,IMN,2047,86818,79191
Isle of Man,IMN,2048,86788,78819
Isle of Man,IMN,2049,86750,78420
Isle of Man,IMN,2050,86695,77990
Isle of Man,IMN,2051,86634,77539
Isle of Man,IMN,2052,86558,77112
Isle of Man,IMN,2053,86486,76706
Isle of Man,IMN,2054,86415,76296
Isle of Man,IMN,2055,86342,75859
Isle of Man,IMN,2056,86264,75409
Isle of Man,IMN,2057,86188,74950
Isle of Man,IMN,2058,86123,74505
Isle of Man,IMN,2059,86053,74054
Isle of Man,IMN,2060,85987,73595
Isle of Man,IMN,2061,85939,73126
Isle of Man,IMN,2062,85902,72660
Isle of Man,IMN,2063,85871,72190
Isle of Man,IMN,2064,85847,71722
Isle of Man,IMN,2065,85835,71273
Isle of Man,IMN,2066,85837,70829
Isle of Man,IMN,2067,85841,70396
Isle of Man,IMN,2068,85857,69973
Isle of Man,IMN,2069,85881,69549
Isle of Man,IMN,2070,85927,69145
Isle of Man,IMN,2071,85973,68749
Isle of Man,IMN,2072,86026,68368
Isle of Man,IMN,2073,86096,67989
Isle of Man,IMN,2074,86172,67603
Isle of Man,IMN,2075,86243,67224
Isle of Man,IMN,2076,86324,66857
Isle of Man,IMN,2077,86408,66497
Isle of Man,IMN,2078,86501,66136
Isle of Man,IMN,2079,86593,65776
Isle of Man,IMN,2080,86682,65441
Isle of Man,IMN,2081,86772,65093
Isle of Man,IMN,2082,86864,64740
Isle of Man,IMN,2083,86951,64394
Isle of Man,IMN,2084,87033,64039
Isle of Man,IMN,2085,87128,63678
Isle of Man,IMN,2086,87208,63298
Isle of Man,IMN,2087,87298,62927
Isle of Man,IMN,2088,87392,62561
Isle of Man,IMN,2089,87470,62175
Isle of Man,IMN,2090,87556,61798
Isle of Man,IMN,2091,87635,61424
Isle of Man,IMN,2092,87718,61049
Isle of Man,IMN,2093,87796,60673
Isle of Man,IMN,2094,87893,60305
Isle of Man,IMN,2095,87969,59942
Isle of Man,IMN,2096,88036,59569
Isle of Man,IMN,2097,88114,59194
Isle of Man,IMN,2098,88200,58817
Isle of Man,IMN,2099,88273,58447
Isle of Man,IMN,2100,88348,58077
Israel,ISR,2022,9038313,
Israel,ISR,2023,9174520,
Israel,ISR,2024,9311648,9387015
Israel,ISR,2025,9448787,9517182
Israel,ISR,2026,9585970,9647689
Israel,ISR,2027,9723039,9778886
Israel,ISR,2028,9860163,9910679
Israel,ISR,2029,9997359,10042413
Israel,ISR,2030,10134950,10175956
Israel,ISR,2031,10273099,10312934
Israel,ISR,2032,10411762,10449053
Israel,ISR,2033,10550854,10583569
Israel,ISR,2034,10690361,10719401
Israel,ISR,2035,10830524,10858120
Israel,ISR,2036,10971355,10997380
Israel,ISR,2037,11112889,11138677
Israel,ISR,2038,11255160,11284415
Israel,ISR,2039,11398334,11432614
Israel,ISR,2040,11542363,11581473
Israel,ISR,2041,11687196,11730621
Israel,ISR,2042,11832612,11882515
Israel,ISR,2043,11978498,12035783
Israel,ISR,2044,12124561,12189763
Israel,ISR,2045,12270283,12342066
Israel,ISR,2046,12415859,12492649
Israel,ISR,2047,12561231,12642474
Israel,ISR,2048,12705839,12790544
Israel,ISR,2049,12849194,12940505
Israel,ISR,2050,12991793,13092722
Israel,ISR,2051,13133415,13244421
Israel,ISR,2052,13273654,13395796
Israel,ISR,2053,13412432,13548172
Israel,ISR,2054,13549243,13703163
Israel,ISR,2055,13683734,13858432
Israel,ISR,2056,13816176,14009431
Israel,ISR,2057,13947269,14157650
Israel,ISR,2058,14077152,14304292
Israel,ISR,2059,14205465,14448767
Israel,ISR,2060,14331650,14594771
Israel,ISR,2061,14456369,14739877
Israel,ISR,2062,14579910,14880653
Israel,ISR,2063,14702323,15023180
Israel,ISR,2064,14823749,15163525
Israel,ISR,2065,14943820,15301589
Israel,ISR,2066,15063347,15439926
Israel,ISR,2067,15182745,15577461
Israel,ISR,2068,15300855,15716207
Israel,ISR,2069,15418041,15856803
Israel,ISR,2070,15534857,15999342
Israel,ISR,2071,15650923,16139523
Israel,ISR,2072,15766623,16271456
Israel,ISR,2073,15881807,16399978
Israel,ISR,2074,15996397,16532681
Israel,ISR,2075,16110176,16668312
Israel,ISR,2076,16222664,16804716
Israel,ISR,2077,16333722,16944996
Israel,ISR,2078,16443413,17089059
Israel,ISR,2079,16551873,17230987
Israel,ISR,2080,16659249,17373660
Israel,ISR,2081,16764866,17514302
Israel,ISR,2082,16868496,17648958
Israel,ISR,2083,16970936,17782621
Israel,ISR,2084,17072108,17918781
Israel,ISR,2085,17171138,18053886
Israel,ISR,2086,17267624,18185052
Israel,ISR,2087,17361920,18312029
Israel,ISR,2088,17454356,18433973
Israel,ISR,2089,17545214,18550692
Israel,ISR,2090,17634096,18667500
Israel,ISR,2091,17720630,18787571
Israel,ISR,2092,17804872,18906970
Israel,ISR,2093,17887272,19025277
Israel,ISR,2094,17968396,19138978
Israel,ISR,2095,18047590,19246831
Israel,ISR,2096,18124444,19353020
Israel,ISR,2097,18199024,19454953
Israel,ISR,2098,18271382,19551804
Israel,ISR,2099,18341864,19649864
Israel,ISR,2100,18410400,19747044
Italy,ITA,2022,59037470,
Italy,ITA,2023,58870764,
Italy,ITA,2024,58697744,59342870
Italy,ITA,2025,58518844,59146262
Italy,ITA,2026,58334490,58926166
Italy,ITA,2027,58145110,58688779
Italy,ITA,2028,57950036,58445827
Italy,ITA,2029,57748924,58201024
Italy,ITA,2030,57544252,57946071
Italy,ITA,2031,57335524,57680126
Italy,ITA,2032,57122850,57416500
Italy,ITA,2033,56906960,57156448
Italy,ITA,2034,56687090,56890920
Italy,ITA,2035,56462490,56620011
Italy,ITA,2036,56232290,56348688
Italy,ITA,2037,55996944,56074673
Italy,ITA,2038,55756850,55796257
Italy,ITA,2039,55510868,55511315
Italy,ITA,2040,55258480,55221170
Italy,ITA,2041,54999064,54931952
Italy,ITA,2042,54731604,54635956
Italy,ITA,2043,54456710,54323772
Italy,ITA,2044,54172670,54004349
Italy,ITA,2045,53878464,53680468
Italy,ITA,2046,53574520,53346076
Italy,ITA,2047,53260730,52998850
Italy,ITA,2048,52936132,52640788
Italy,ITA,2049,52599490,52273387
Italy,ITA,2050,52250484,51891097
Italy,ITA,2051,51889664,51499508
Italy,ITA,2052,51517224,51102070
Italy,ITA,2053,51133596,50692373
Italy,ITA,2054,50739276,50271518
Italy,ITA,2055,50335708,49842499
Italy,ITA,2056,49924400,49401279
Italy,ITA,2057,49506356,48952797
Italy,ITA,2058,49083570,48499943
Italy,ITA,2059,48658264,48042232
Italy,ITA,2060,48233140,47584458
Italy,ITA,2061,47809376,47127113
Italy,ITA,2062,47387440,46670717
Italy,ITA,2063,46969750,46222620
Italy,ITA,2064,46558428,45784538
Italy,ITA,2065,46154412,45352672
Italy,ITA,2066,45759136,44931303
Italy,ITA,2067,45373156,44524301
Italy,ITA,2068,44998000,44126161
Italy,ITA,2069,44634436,43734710
Italy,ITA,2070,44282756,43353329
Italy,ITA,2071,43944076,42986000
Italy,ITA,2072,43617930,42631502
Italy,ITA,2073,43303336,42288849
Italy,ITA,2074,43000216,41958153
Italy,ITA,2075,42708896,41641712
Italy,ITA,2076,42427564,41341939
Italy,ITA,2077,42154932,41053536
Italy,ITA,2078,41890056,40772233
Italy,ITA,2079,41632496,40495651
Italy,ITA,2080,41381776,40225868
Italy,ITA,2081,41135652,39963231
Italy,ITA,2082,40893536,39704909
Italy,ITA,2083,40655444,39452312
Italy,ITA,2084,40420970,39203214
Italy,ITA,2085,40188384,38955409
Italy,ITA,2086,39957050,38713094
Italy,ITA,2087,39726908,38472532
Italy,ITA,2088,39497804,38231432
Italy,ITA,2089,39270544,37989931
Italy,ITA,2090,39045136,37748589
